host_ip,qtd_vulns,score_medio,score_max,cvss_medio,epss_medio,exposicao,qtd_cisa,qtd_cve_trend,meses_aberto_max,cluster,perfil_risco
10.10.90.83,7,8.971428571428572,16.0,2.9857142857142853,0.0,3,0,0,5.0,2,Moderado
10.10.90.84,6,9.966666666666667,16.0,3.483333333333333,0.0,3,0,0,5.0,2,Moderado
10.10.90.9,6,9.966666666666667,16.0,3.483333333333333,0.0,3,0,0,5.0,2,Moderado
10.10.90.90,7,10.342857142857143,16.0,3.6714285714285713,0.0,3,0,0,5.0,2,Moderado
10.10.90.91,2,8.4,13.8,2.7,0.0,3,0,0,5.0,2,Moderado
10.10.90.92,2,8.4,13.8,2.7,0.0,3,0,0,5.0,2,Moderado
10.10.90.94,5,11.76,23.2,4.36,0.006,3,0,0,5.0,2,Moderado
10.10.90.95,6,16.0,23.2,6.1000000000000005,0.15833333333333335,3,0,0,5.0,0,Crítico
10.128.118.41,3,20.333333333333332,22.6,8.666666666666666,0.0,3,0,0,0.0,1,Alto
10.16.178.50,4,17.35,20.6,7.175,0.0,3,0,0,0.0,1,Alto
10.160.0.1,6,9.233333333333333,16.0,3.116666666666667,0.0,3,0,0,5.0,2,Moderado
10.160.0.2,7,9.857142857142858,16.0,3.4285714285714284,0.0,3,0,0,5.0,2,Moderado
10.160.0.3,6,9.233333333333333,16.0,3.116666666666667,0.0,3,0,0,5.0,2,Moderado
10.160.0.4,6,9.233333333333333,16.0,3.116666666666667,0.0,3,0,0,5.0,2,Moderado
10.160.0.5,1,3.0,3.0,0.0,0.0,3,0,0,5.0,3,Baixo
10.160.0.6,1,3.0,3.0,0.0,0.0,3,0,0,5.0,3,Baixo
10.160.0.7,7,9.857142857142858,16.0,3.4285714285714284,0.0,3,0,0,5.0,2,Moderado
10.20.1.1,13,27.153846153846153,32.6,6.923076923076923,0.06153846153846154,3,0,0,5.0,0,Crítico
10.20.1.10,12,18.925,27.7,7.483333333333333,0.10833333333333332,3,1,0,5.0,0,Crítico
10.20.1.2,14,17.914285714285715,32.2,6.921428571428572,0.07071428571428572,3,1,0,1.0,1,Alto
10.20.1.3,11,26.527272727272727,32.6,6.581818181818182,0.07272727272727274,3,0,0,5.0,0,Crítico
10.20.1.5,8,10.575,20.0,3.6625,0.05125,3,0,0,5.0,2,Moderado
10.20.1.8,24,21.46666666666667,29.6,8.0875,0.08416666666666667,3,9,0,2.0,1,Alto
10.20.102.10,4,7.8,16.0,2.4,0.0,3,0,0,5.0,2,Moderado
10.20.102.101,14,16.071428571428573,22.6,6.535714285714286,0.0007142857142857143,3,0,0,3.0,0,Crítico
10.20.102.102,2,21.200000000000003,22.6,9.100000000000001,0.0,3,0,0,0.0,1,Alto
10.20.102.104,1,18.6,18.6,7.8,0.0,3,0,0,0.0,1,Alto
10.20.102.105,7,16.714285714285715,20.6,6.857142857142857,0.0014285714285714286,3,0,0,3.0,0,Crítico
10.20.102.106,15,18.546666666666667,23.0,7.760000000000001,0.004666666666666667,3,0,0,3.0,0,Crítico
10.20.102.108,48,21.291666666666668,32.2,8.620833333333334,0.0027083333333333334,3,9,0,5.0,0,Crítico
10.20.102.110,3,20.46666666666667,22.6,8.733333333333334,0.0,3,0,0,0.0,1,Alto
10.20.102.116,1,18.6,18.6,7.8,0.0,3,0,0,0.0,1,Alto
10.20.102.117,1,18.6,18.6,7.8,0.0,3,0,0,0.0,1,Alto
10.20.102.119,9,17.700000000000003,22.6,7.344444444444444,0.005555555555555556,3,0,0,3.0,0,Crítico
10.20.102.12,4,7.8,16.0,2.4,0.0,3,0,0,5.0,2,Moderado
10.20.102.120,1,18.6,18.6,7.8,0.0,3,0,0,0.0,1,Alto
10.20.102.124,41,21.509756097560977,32.2,8.641463414634147,0.002195121951219512,3,9,0,4.0,0,Crítico
10.20.102.125,47,21.129787234042553,32.2,8.529787234042553,0.0019148936170212765,3,9,0,4.0,0,Crítico
10.20.102.13,4,7.8,16.0,2.4,0.0,3,0,0,5.0,2,Moderado
10.20.102.131,5,17.160000000000004,22.6,7.080000000000001,0.0,3,0,0,0.0,1,Alto
10.20.102.135,5,18.4,22.6,7.7,0.0,3,0,0,5.0,0,Crítico
10.20.102.137,8,16.925,20.6,6.9625,0.00125,3,0,0,4.0,0,Crítico
10.20.102.14,4,7.8,16.0,2.4,0.0,3,0,0,5.0,2,Moderado
10.20.102.141,47,21.495744680851065,32.2,8.617021276595745,0.018936170212765956,3,10,0,5.0,0,Crítico
10.20.102.142,1,18.6,18.6,7.8,0.0,3,0,0,0.0,1,Alto
10.20.102.144,24,21.5125,27.6,8.304166666666667,0.048749999999999995,3,8,0,4.0,0,Crítico
10.20.102.146,39,20.90769230769231,27.6,8.5,0.003076923076923077,3,7,0,4.0,0,Crítico
10.20.102.147,5,17.84,20.6,7.42,0.0,3,0,0,4.0,0,Crítico
10.20.102.148,11,16.09090909090909,20.6,6.545454545454546,0.0018181818181818182,3,0,0,5.0,0,Crítico
10.20.102.149,1,18.6,18.6,7.8,0.0,3,0,0,0.0,1,Alto
10.20.102.15,5,9.440000000000001,16.0,3.22,0.0,3,0,0,5.0,2,Moderado
10.20.102.155,10,19.3,25.8,7.63,0.008,3,2,0,5.0,0,Crítico
10.20.102.157,50,21.404,32.2,8.646,0.003,3,10,0,5.0,0,Crítico
10.20.102.16,4,7.8,16.0,2.4,0.0,3,0,0,5.0,2,Moderado
10.20.102.161,14,17.885714285714286,20.2,7.442857142857143,0.0,3,0,0,4.0,0,Crítico
10.20.102.162,49,21.475510204081633,32.2,8.671428571428573,0.0024489795918367346,3,10,0,4.0,0,Crítico
10.20.102.165,23,21.36521739130435,27.0,8.22608695652174,0.035217391304347825,3,8,0,4.0,0,Crítico
10.20.102.17,4,7.8,16.0,2.4,0.0,3,0,0,5.0,2,Moderado
10.20.102.171,67,20.33582089552239,32.2,8.217910447761195,0.016417910447761197,3,10,0,4.0,0,Crítico
10.20.102.172,25,22.16,29.6,8.396,0.0736,3,10,0,0.0,1,Alto
10.20.102.173,1,18.6,18.6,7.8,0.0,3,0,0,0.0,1,Alto
10.20.102.174,5,19.9,23.9,7.92,0.012,3,1,0,2.0,1,Alto
10.20.102.18,4,7.8,16.0,2.4,0.0,3,0,0,5.0,2,Moderado
10.20.102.180,35,21.062857142857144,27.6,8.525714285714287,0.0034285714285714284,3,7,0,4.0,0,Crítico
10.20.102.182,2,18.3,18.6,7.65,0.0,3,0,0,0.0,1,Alto
10.20.102.186,52,21.375,32.2,8.511538461538462,0.0017307692307692306,3,11,0,1.0,1,Alto
10.20.102.187,6,19.583333333333332,30.3,7.483333333333333,0.15666666666666665,3,1,0,5.0,0,Crítico
10.20.102.188,1,18.6,18.6,7.8,0.0,3,0,0,0.0,1,Alto
10.20.102.189,3,20.333333333333332,22.6,8.666666666666666,0.0,3,0,0,0.0,1,Alto
10.20.102.19,4,7.8,16.0,2.4,0.0,3,0,0,5.0,2,Moderado
10.20.102.191,26,20.86923076923077,27.6,8.053846153846154,0.046538461538461535,3,8,0,4.0,0,Crítico
10.20.102.193,3,20.333333333333332,22.6,8.666666666666666,0.0,3,0,0,0.0,1,Alto
10.20.102.194,8,18.7875,23.9,7.5625,0.0075,3,1,0,5.0,0,Crítico
10.20.102.196,1,18.6,18.6,7.8,0.0,3,0,0,0.0,1,Alto
10.20.102.197,1,18.6,18.6,7.8,0.0,3,0,0,0.0,1,Alto
10.20.102.199,3,17.599999999999998,19.8,7.3,0.0,3,0,0,0.0,1,Alto
10.20.102.20,4,7.8,16.0,2.4,0.0,3,0,0,5.0,2,Moderado
10.20.102.201,1,18.0,18.0,7.5,0.0,3,0,0,0.0,1,Alto
10.20.102.202,2,19.200000000000003,19.8,8.1,0.0,3,0,0,0.0,1,Alto
10.20.102.204,21,20.595238095238095,27.0,7.752380952380953,0.038571428571428576,3,8,0,2.0,1,Alto
10.20.102.205,2,17.4,19.8,7.2,0.0,3,0,0,0.0,1,Alto
10.20.102.207,1,5.0,5.0,1.0,0.0,3,0,0,0.0,3,Baixo
10.20.102.208,23,18.286956521739132,27.7,7.4217391304347835,0.04565217391304348,3,1,0,5.0,0,Crítico
10.20.102.209,1,18.6,18.6,7.8,0.0,3,0,0,0.0,1,Alto
10.20.102.210,3,15.800000000000002,22.6,6.400000000000001,0.0,3,0,0,0.0,1,Alto
10.20.102.212,1,18.6,18.6,7.8,0.0,3,0,0,0.0,1,Alto
10.20.102.214,1,18.6,18.6,7.8,0.0,3,0,0,0.0,1,Alto
10.20.102.215,50,18.208,27.0,7.164,0.0166,3,8,0,5.0,0,Crítico
10.20.102.216,6,18.0,22.6,7.5,0.0,3,0,0,0.0,1,Alto
10.20.102.217,5,18.4,22.6,7.7,0.0,3,0,0,0.0,1,Alto
10.20.102.219,1,18.6,18.6,7.8,0.0,3,0,0,0.0,1,Alto
10.20.102.22,9,18.555555555555557,23.9,7.188888888888889,0.015555555555555557,3,2,0,2.0,1,Alto
10.20.102.221,2,11.8,18.6,4.4,0.0,3,0,0,0.0,1,Alto
10.20.102.222,50,21.324,32.2,8.606,0.003,3,10,0,1.0,1,Alto
10.20.102.223,73,19.05068493150685,30.3,7.513698630136986,0.040958904109589044,3,12,0,3.0,0,Crítico
10.20.102.224,48,21.127083333333335,32.2,8.539583333333335,0.001875,3,9,0,4.0,0,Crítico
10.20.102.227,45,21.482222222222223,32.2,8.682222222222224,0.002,3,9,0,0.0,1,Alto
10.20.102.228,45,21.482222222222223,32.2,8.682222222222224,0.002,3,9,0,4.0,0,Crítico
10.20.102.231,3,16.266666666666666,18.6,6.633333333333333,0.0,3,0,0,0.0,1,Alto
10.20.102.232,12,17.791666666666668,30.3,6.991666666666667,0.07833333333333332,3,1,0,0.0,1,Alto
10.20.102.234,2,15.1,17.2,6.05,0.0,3,0,0,2.0,1,Alto
10.20.102.240,50,20.93,32.2,8.462,0.002,3,9,0,0.0,1,Alto
10.20.102.241,67,21.68955223880597,32.2,8.516417910447762,0.033731343283582085,3,19,0,1.0,1,Alto
10.20.102.250,45,21.482222222222223,32.2,8.682222222222224,0.002,3,9,0,0.0,1,Alto
10.20.102.26,6,8.366666666666667,16.0,2.6833333333333336,0.0,3,0,0,5.0,2,Moderado
10.20.102.34,44,21.50227272727273,32.2,8.679545454545455,0.002045454545454545,3,9,0,4.0,0,Crítico
10.20.102.37,4,7.8,16.0,2.4,0.0,3,0,0,4.0,2,Moderado
10.20.102.41,42,21.176190476190477,27.6,8.545238095238096,0.0035714285714285713,3,9,0,4.0,0,Crítico
10.20.102.45,4,15.7,18.6,6.35,0.0025,3,0,0,4.0,0,Crítico
10.20.102.50,5,10.24,20.0,3.4200000000000004,0.08199999999999999,3,0,0,4.0,2,Moderado
10.20.102.56,17,22.188235294117646,30.3,7.858823529411764,0.10823529411764705,3,10,0,4.0,0,Crítico
10.20.102.58,4,15.7,18.6,6.35,0.0025,3,0,0,4.0,0,Crítico
10.20.102.62,45,21.482222222222223,32.2,8.682222222222224,0.002,3,9,0,2.0,1,Alto
10.20.102.66,6,7.8,16.0,2.4,0.0,3,0,0,3.0,2,Moderado
10.20.102.67,19,16.41578947368421,21.5,6.7,0.00368421052631579,3,0,0,4.0,0,Crítico
10.20.102.70,45,21.482222222222223,32.2,8.682222222222224,0.002,3,9,0,0.0,1,Alto
10.20.102.71,29,19.54137931034483,30.3,7.43448275862069,0.05931034482758621,3,8,0,5.0,0,Crítico
10.20.102.83,2,20.6,22.6,8.8,0.0,3,0,0,0.0,1,Alto
10.20.102.89,1,18.6,18.6,7.8,0.0,3,0,0,0.0,1,Alto
10.20.102.93,1,22.6,22.6,9.8,0.0,3,0,0,0.0,1,Alto
10.20.102.94,53,21.383018867924527,29.6,8.158490566037736,0.07433962264150944,3,18,0,5.0,0,Crítico
10.20.102.96,2,18.3,18.6,7.65,0.0,3,0,0,0.0,1,Alto
10.20.102.99,46,21.506521739130438,32.2,8.706521739130435,0.0019565217391304345,3,9,0,4.0,0,Crítico
10.20.103.13,43,21.486046511627908,32.2,8.658139534883722,0.002093023255813953,3,9,0,0.0,1,Alto
10.20.103.21,3,16.266666666666666,18.6,6.633333333333333,0.0,3,0,0,0.0,1,Alto
10.20.103.22,21,22.404761904761905,30.3,8.142857142857142,0.10238095238095238,3,10,0,1.0,1,Alto
10.20.103.254,5,9.0,16.0,3.0,0.0,3,0,0,5.0,2,Moderado
10.20.103.29,47,21.348936170212767,32.2,8.638297872340425,0.0027659574468085106,3,9,0,1.0,1,Alto
10.20.103.32,12,19.083333333333332,24.6,7.566666666666666,0.10666666666666667,3,1,0,0.0,1,Alto
10.20.103.33,43,21.486046511627908,32.2,8.658139534883722,0.002093023255813953,3,9,0,0.0,1,Alto
10.20.103.38,45,21.482222222222223,32.2,8.682222222222224,0.002,3,9,0,0.0,1,Alto
10.20.103.42,44,21.50227272727273,32.2,8.679545454545455,0.002045454545454545,3,9,0,0.0,1,Alto
10.20.103.45,5,18.4,22.6,7.7,0.0,3,0,0,0.0,1,Alto
10.20.103.54,4,17.85,22.6,7.425,0.0,3,0,0,0.0,1,Alto
10.20.103.56,2,16.5,18.0,6.75,0.0,3,0,0,0.0,1,Alto
10.20.103.7,51,21.372549019607842,32.2,8.641176470588237,0.0029411764705882353,3,10,0,0.0,1,Alto
10.20.103.74,2,21.3,29.6,6.9,0.4,3,1,0,1.0,1,Alto
10.20.104.31,37,20.98918918918919,27.6,8.516216216216216,0.003243243243243243,3,7,0,2.0,1,Alto
10.20.104.48,50,21.404,32.2,8.646,0.003,3,10,0,0.0,1,Alto
10.20.104.56,1,13.0,13.0,5.0,0.0,3,0,0,1.0,1,Alto
10.20.105.254,5,9.0,16.0,3.0,0.0,3,0,0,5.0,2,Moderado
10.20.150.2,9,13.41111111111111,20.0,4.588888888888889,0.2488888888888889,3,0,0,5.0,2,Moderado
10.20.150.254,1,3.0,3.0,0.0,0.0,3,0,0,5.0,3,Baixo
10.20.190.23,39,19.833333333333332,27.7,7.753846153846153,0.06051282051282051,3,8,0,2.0,1,Alto
10.20.190.72,13,17.946153846153848,30.3,7.1,0.07230769230769231,3,1,0,0.0,1,Alto
10.20.190.84,28,19.689285714285713,27.6,7.528571428571429,0.04214285714285714,3,8,0,0.0,1,Alto
10.20.195.254,1,3.0,3.0,0.0,0.0,3,0,0,5.0,3,Baixo
10.20.90.10,6,12.866666666666667,19.4,4.55,0.15333333333333335,3,0,0,5.0,2,Moderado
10.20.90.11,6,12.866666666666667,19.4,4.55,0.15333333333333335,3,0,0,0.0,1,Alto
10.20.90.12,6,12.866666666666667,19.4,4.55,0.15333333333333335,3,0,0,5.0,2,Moderado
10.20.90.13,6,12.866666666666667,19.4,4.55,0.15333333333333335,3,0,0,5.0,2,Moderado
10.20.90.14,6,12.866666666666667,19.4,4.55,0.15333333333333335,3,0,0,5.0,2,Moderado
10.20.90.15,4,13.0,19.4,4.425000000000001,0.23,3,0,0,5.0,2,Moderado
10.255.2.152,2,20.6,22.6,8.8,0.0,3,0,0,0.0,1,Alto
10.255.2.155,3,15.4,18.6,6.2,0.0033333333333333335,3,0,0,0.0,1,Alto
10.255.2.92,7,17.571428571428573,22.6,7.285714285714286,0.0014285714285714286,3,0,0,0.0,1,Alto
10.255.4.33,13,16.276923076923076,22.6,6.638461538461538,0.0015384615384615385,3,0,0,0.0,1,Alto
10.26.116.31,10,16.36,20.6,6.68,0.001,3,0,0,0.0,1,Alto
10.30.3.4,7,9.857142857142858,16.0,3.4285714285714284,0.0,3,0,0,5.0,2,Moderado
10.30.3.5,7,9.857142857142858,16.0,3.4285714285714284,0.0,3,0,0,5.0,2,Moderado
10.30.3.6,8,10.825,17.6,3.9125,0.0,3,0,0,5.0,2,Moderado
10.36.224.131,1,23.9,23.9,7.8,0.07,3,1,0,2.0,1,Alto
10.40.0.4,12,17.666666666666668,22.6,7.333333333333333,0.0,3,0,0,5.0,0,Crítico
10.45.171.169,5,16.68,20.6,6.840000000000001,0.002,3,0,0,0.0,1,Alto
172.16.0.8,13,17.5,22.6,7.2153846153846155,0.013846153846153845,3,0,0,5.0,0,Crítico
172.16.100.55,29,20.16551724137931,27.0,7.827586206896552,0.02689655172413793,3,8,0,3.0,0,Crítico
172.16.16.1,1,3.0,3.0,0.0,0.0,3,0,0,5.0,3,Baixo
172.16.16.10,6,10.266666666666667,20.0,3.466666666666667,0.06833333333333333,3,0,0,5.0,2,Moderado
172.16.16.16,11,10.636363636363637,20.0,3.727272727272727,0.03727272727272727,3,0,0,5.0,2,Moderado
172.16.16.200,2,3.0,3.0,0.0,0.0,3,0,0,5.0,3,Baixo
172.16.16.207,2,8.0,13.0,2.5,0.0,3,0,0,3.0,2,Moderado
172.16.16.208,1,3.0,3.0,0.0,0.0,3,0,0,5.0,3,Baixo
172.16.16.215,1,3.0,3.0,0.0,0.0,3,0,0,5.0,3,Baixo
172.16.16.216,1,3.0,3.0,0.0,0.0,3,0,0,1.0,3,Baixo
172.16.16.219,48,21.089583333333334,32.2,8.51875,0.002916666666666667,3,9,0,2.0,1,Alto
172.16.16.223,1,3.0,3.0,0.0,0.0,3,0,0,5.0,3,Baixo
172.16.16.227,2,3.0,3.0,0.0,0.0,3,0,0,4.0,3,Baixo
172.16.16.228,1,3.0,3.0,0.0,0.0,3,0,0,3.0,3,Baixo
172.16.16.230,8,11.325,19.4,3.875,0.115,3,0,0,5.0,2,Moderado
172.16.16.234,12,11.533333333333333,16.6,4.208333333333333,0.022500000000000003,3,0,0,5.0,2,Moderado
172.16.16.237,1,3.0,3.0,0.0,0.0,3,0,0,5.0,3,Baixo
172.16.16.238,2,3.0,3.0,0.0,0.0,3,0,0,2.0,3,Baixo
172.16.16.243,1,3.0,3.0,0.0,0.0,3,0,0,5.0,3,Baixo
172.16.16.246,1,3.0,3.0,0.0,0.0,3,0,0,5.0,3,Baixo
172.16.16.249,1,3.0,3.0,0.0,0.0,3,0,0,5.0,3,Baixo
172.16.16.250,1,3.0,3.0,0.0,0.0,3,0,0,5.0,3,Baixo
172.16.16.252,2,3.0,3.0,0.0,0.0,3,0,0,5.0,3,Baixo
172.16.16.254,1,3.0,3.0,0.0,0.0,3,0,0,5.0,3,Baixo
172.16.16.30,9,11.133333333333333,20.0,3.9555555555555557,0.04555555555555555,3,0,0,5.0,2,Moderado
172.16.17.10,5,9.0,16.0,3.0,0.0,3,0,0,5.0,2,Moderado
172.16.17.100,2,3.0,3.0,0.0,0.0,3,0,0,3.0,3,Baixo
172.16.17.103,1,3.0,3.0,0.0,0.0,3,0,0,4.0,3,Baixo
172.16.17.11,4,7.8,16.0,2.4,0.0,3,0,0,5.0,2,Moderado
172.16.17.110,1,3.0,3.0,0.0,0.0,3,0,0,0.0,3,Baixo
172.16.17.111,1,3.0,3.0,0.0,0.0,3,0,0,4.0,3,Baixo
172.16.17.113,2,3.0,3.0,0.0,0.0,3,0,0,4.0,3,Baixo
172.16.17.114,8,9.75,16.0,3.375,0.0,3,0,0,5.0,2,Moderado
172.16.17.12,5,9.0,16.0,3.0,0.0,3,0,0,5.0,2,Moderado
172.16.17.128,1,3.0,3.0,0.0,0.0,3,0,0,3.0,3,Baixo
172.16.17.13,4,7.8,16.0,2.4,0.0,3,0,0,5.0,2,Moderado
172.16.17.133,1,18.6,18.6,7.8,0.0,3,0,0,0.0,1,Alto
172.16.17.134,1,3.0,3.0,0.0,0.0,3,0,0,3.0,3,Baixo
172.16.17.137,2,19.200000000000003,19.8,8.1,0.0,3,0,0,0.0,1,Alto
172.16.17.139,1,3.0,3.0,0.0,0.0,3,0,0,3.0,3,Baixo
172.16.17.145,2,13.2,16.0,5.1,0.0,3,0,0,0.0,1,Alto
172.16.17.147,1,3.0,3.0,0.0,0.0,3,0,0,3.0,3,Baixo
172.16.17.149,2,3.0,3.0,0.0,0.0,3,0,0,3.0,3,Baixo
172.16.17.150,2,3.0,3.0,0.0,0.0,3,0,0,5.0,3,Baixo
172.16.17.154,5,9.0,16.0,3.0,0.0,3,0,0,4.0,2,Moderado
172.16.17.155,15,17.80666666666667,23.9,7.2266666666666675,0.004666666666666666,3,1,0,0.0,1,Alto
172.16.17.161,1,3.0,3.0,0.0,0.0,3,0,0,4.0,3,Baixo
172.16.17.162,1,3.0,3.0,0.0,0.0,3,0,0,1.0,3,Baixo
